,index,brand,content,engagement,has_spend,id,impact,share_token,timestamp,type,urls,channel_type,channel,caption,comment_count,filter_name,hashtags,image_url,like_count,link,links,post_id,Text,in our,in our,in our,in our,link in,Main_topic
739,5508,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18258506_1890000341258825_5045090725885116416_n.mp4', 'post_id': '1506048200987999799_198154074', 'hashtags': 'MetGala audiosocket', 'caption': '@lenadunham hid a surprise under her @elizabethkennedynewyork dress when she went in our Instagram booth at the #MetGala.\nDirector @gvsgvs\nDigital Art Installation @silasveta\nMusic #audiosocket', 'comment_count': 472, 'like_count': 41729, 'link': 'https://www.instagram.com/p/BTmjtwCgX43/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18251446_1499664423439127_8602844984518901760_n.jpg'}",42201,,MTM3MzI2LTEyMDQyMDlfaW5zdGFncmFtIHZpZF8w,0.5733748445429531,6z33y_s_FMIX56OUFRQNw6Hl_2GzzhrRU6QuwqKAFeE,2017-05-02 19:55:57,instagram vid,,video,instagram,"@lenadunham hid a surprise under her @elizabethkennedynewyork dress when she went in our Instagram booth at the #MetGala.
Director @gvsgvs
Digital Art Installation @silasveta
Music #audiosocket",472.0,Normal,MetGala audiosocket,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18251446_1499664423439127_8602844984518901760_n.jpg,41729.0,https://www.instagram.com/p/BTmjtwCgX43/,[],1506048200987999799_198154074," video @lenadunham hid a surprise under her @elizabethkennedynewyork dress when she went in our Instagram booth at the #MetGala.
Director @gvsgvs
Digital Art Installation @silasveta
Music #audiosocket",0.0407656539219618,0.04020565347766107,0.04044849148122472,0.8382287702958907,0.04035143082326184,3
740,5511,Vogue,"{'links': [], 'post_id': '1506011701416409629_198154074', 'hashtags': 'MetGala', 'caption': ""Did you expect anyone to do âavant-gardeâ dressing better than @rickowensonline and his wife, @lalamichmich? The couple arrived arm-in-arm to the #MetGala, he in his customary all black, she in a layered red @CommedesGarcons dress from Fall 2016. Tap the link in our bio to see more from last night's red carpet. Photographed by @mrstreetpeeper."", 'comment_count': 212, 'like_count': 33270, 'link': 'https://www.instagram.com/p/BTmbanKgbod/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c158.0.763.763/18161677_1802728333388875_6148960525695844352_n.jpg'}",33482,,MTM3MzI2LTEzNjkzODMzX2luc3RhZ3JhbSBwaWNfMA,0.454945118075803,yNwe6m_8Mf1MQ0cVzrnBtyOKc8QtPrW059MBdLA4z0s,2017-05-02 18:43:26,instagram pic,,photo,instagram,"Did you expect anyone to do âavant-gardeâ dressing better than @rickowensonline and his wife, @lalamichmich? The couple arrived arm-in-arm to the #MetGala, he in his customary all black, she in a layered red @CommedesGarcons dress from Fall 2016. Tap the link in our bio to see more from last night's red carpet. Photographed by @mrstreetpeeper.",212.0,Normal,MetGala,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c158.0.763.763/18161677_1802728333388875_6148960525695844352_n.jpg,33270.0,https://www.instagram.com/p/BTmbanKgbod/,[],1506011701416409629_198154074," photo Did you expect anyone to do âavant-gardeâ dressing better than @rickowensonline and his wife, @lalamichmich? The couple arrived arm-in-arm to the #MetGala, he in his customary all black, she in a layered red @CommedesGarcons dress from Fall 2016. Tap the link in our bio to see more from last night's red carpet. Photographed by @mrstreetpeeper.",0.8833045440558215,0.029019936740973695,0.029296622592020184,0.028993890912860212,0.029385005698324352,0
741,5512,Vogue,"{'links': [], 'post_id': '1505978541240500987_198154074', 'hashtags': 'ReiKawakubo MetKawakubo MetGala', 'caption': '""I really think her influence is so huge, but sometimes itâs subtle. Itâs not about copying her; itâs the purity of her vision,"" said Andrew Bolton, the curator in charge of the @metcostumeinstitute, about @CommedesGarcon\'s #ReiKawakubo. Tap the link in our bio to read our original interview with Kawakubo about the #MetKawakubo exhibition and the 2017 #MetGala. Photographed by @mrstreetpeeper.', 'comment_count': 120, 'like_count': 33789, 'link': 'https://www.instagram.com/p/BTmT4EWAEL7/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c163.0.753.753/18251594_736079636572610_6415470079705612288_n.jpg'}",33909,,MTM3MzI2LTEzNjkzODM0X2luc3RhZ3JhbSBwaWNfMA,0.46077287130526,jhoRJg5fnk93TyMMow3ztiOKc8QtPrW059MBdLA4z0s,2017-05-02 17:37:33,instagram pic,,photo,instagram,"""I really think her influence is so huge, but sometimes itâs subtle. Itâs not about copying her; itâs the purity of her vision,"" said Andrew Bolton, the curator in charge of the @metcostumeinstitute, about @CommedesGarcon's #ReiKawakubo. Tap the link in our bio to read our original interview with Kawakubo about the #MetKawakubo exhibition and the 2017 #MetGala. Photographed by @mrstreetpeeper.",120.0,Normal,ReiKawakubo MetKawakubo MetGala,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c163.0.753.753/18251594_736079636572610_6415470079705612288_n.jpg,33789.0,https://www.instagram.com/p/BTmT4EWAEL7/,[],1505978541240500987_198154074," photo ""I really think her influence is so huge, but sometimes itâs subtle. Itâs not about copying her; itâs the purity of her vision,"" said Andrew Bolton, the curator in charge of the @metcostumeinstitute, about @CommedesGarcon's #ReiKawakubo. Tap the link in our bio to read our original interview with Kawakubo about the #MetKawakubo exhibition and the 2017 #MetGala. Photographed by @mrstreetpeeper.",0.02561314553528258,0.025911538383384936,0.8976199936200042,0.025239679532821184,0.0256156429285072,2
742,5515,Vogue,"{'links': [], 'post_id': '1505967431837924620_198154074', 'hashtags': 'ReiKawakubo StellaTennant MetKawakubo', 'caption': 'In fashion, one of the most outstanding and long-lasting collaborations is that between @CommedesGarcons designer #ReiKawakubo and multidisciplinary artist @juliendys (pictured here with @anna_vc and #StellaTennant). After Kawakubo shares her theme with the hairstylistâwhich might be communicated by a single wordâshe leaves dâYs to do his thing. The big reveal comes at the preshow fittings: Only then does the one see what the other has done. For the #MetKawakubo exhibition at the @metcostumeinstitute, the two came together again to work their magic; tap the link in our bio to go behind-the-scenes. Photographed by @mrstreetpeeper.', 'comment_count': 77, 'like_count': 30375, 'link': 'https://www.instagram.com/p/BTmRWZ6Ab0M/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c159.0.761.761/18299416_1841507289504691_1445212244055949312_n.jpg'}",30452,,MTM3MzI2LTEzNjkzODM1X2luc3RhZ3JhbSBwaWNfMA,0.41377047929145705,OVreyWuSpLybUxQOYFFocCOKc8QtPrW059MBdLA4z0s,2017-05-02 17:15:29,instagram pic,,photo,instagram,"In fashion, one of the most outstanding and long-lasting collaborations is that between @CommedesGarcons designer #ReiKawakubo and multidisciplinary artist @juliendys (pictured here with @anna_vc and #StellaTennant). After Kawakubo shares her theme with the hairstylistâwhich might be communicated by a single wordâshe leaves dâYs to do his thing. The big reveal comes at the preshow fittings: Only then does the one see what the other has done. For the #MetKawakubo exhibition at the @metcostumeinstitute, the two came together again to work their magic; tap the link in our bio to go behind-the-scenes. Photographed by @mrstreetpeeper.",77.0,Normal,ReiKawakubo StellaTennant MetKawakubo,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c159.0.761.761/18299416_1841507289504691_1445212244055949312_n.jpg,30375.0,https://www.instagram.com/p/BTmRWZ6Ab0M/,[],1505967431837924620_198154074," photo In fashion, one of the most outstanding and long-lasting collaborations is that between @CommedesGarcons designer #ReiKawakubo and multidisciplinary artist @juliendys (pictured here with @anna_vc and #StellaTennant). After Kawakubo shares her theme with the hairstylistâwhich might be communicated by a single wordâshe leaves dâYs to do his thing. The big reveal comes at the preshow fittings: Only then does the one see what the other has done. For the #MetKawakubo exhibition at the @metcostumeinstitute, the two came together again to work their magic; tap the link in our bio to go behind-the-scenes. Photographed by @mrstreetpeeper.",0.28268538721395964,0.01854802932183661,0.6613271644294295,0.01873515466874764,0.018704264366026714,2
743,5516,Vogue,"{'links': [], 'post_id': '1505959269395279800_198154074', 'hashtags': 'MetGala', 'caption': '@quavohuncho always comes prepared. Tap the link in our bio for more from the #MetGala. Photographed by @kevintachman.', 'comment_count': 230, 'like_count': 59166, 'link': 'https://www.instagram.com/p/BTmPfoCgy-4/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c97.0.886.886/18251864_842515749235223_8194016887382736896_n.jpg'}",59396,,MTM3MzI2LTEzNjgwMjE5X2luc3RhZ3JhbSBwaWNfMA,0.807041938482096,9gaMMPEM0Ru7VZcz1YV6YSOKc8QtPrW059MBdLA4z0s,2017-05-02 16:59:16,instagram pic,,photo,instagram,@quavohuncho always comes prepared. Tap the link in our bio for more from the #MetGala. Photographed by @kevintachman.,230.0,Normal,MetGala,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c97.0.886.886/18251864_842515749235223_8194016887382736896_n.jpg,59166.0,https://www.instagram.com/p/BTmPfoCgy-4/,[],1505959269395279800_198154074, photo @quavohuncho always comes prepared. Tap the link in our bio for more from the #MetGala. Photographed by @kevintachman.,0.06826080376472393,0.7271277500172406,0.06899184075492522,0.06723755124009928,0.06838205422301084,1
744,5520,Vogue,"{'links': [], 'post_id': '1505923370296966684_198154074', 'hashtags': 'MetGala', 'caption': 'Caption this. The @AlexanderWangNY gang exits the 2017 #MetGala. Tap the link in our bio for more from the night. Photographed by @danrobertsstudio.', 'comment_count': 361, 'like_count': 174753, 'link': 'https://www.instagram.com/p/BTmHVOZgn4c/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.0.1079.1079/18162069_487787288011686_995263674761347072_n.jpg'}",175114,,MTM3MzI2LTEzNjgwMjIwX2luc3RhZ3JhbSBwaWNfMA,2.379231197824737,ho0tXM7euH6XiRuqpiEaRSOKc8QtPrW059MBdLA4z0s,2017-05-02 15:47:56,instagram pic,,photo,instagram,Caption this. The @AlexanderWangNY gang exits the 2017 #MetGala. Tap the link in our bio for more from the night. Photographed by @danrobertsstudio.,361.0,Normal,MetGala,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c0.0.1079.1079/18162069_487787288011686_995263674761347072_n.jpg,174753.0,https://www.instagram.com/p/BTmHVOZgn4c/,[],1505923370296966684_198154074, photo Caption this. The @AlexanderWangNY gang exits the 2017 #MetGala. Tap the link in our bio for more from the night. Photographed by @danrobertsstudio.,0.8352250540978139,0.04176854554564229,0.041250433100796936,0.04057651680790416,0.041179450447842665,0
745,5529,Vogue,"{'links': [], 'post_id': '1505875514202777459_198154074', 'hashtags': 'MetGala', 'caption': 'Love was in the air at the 2017 #MetGala. Last night marked a milestone for @selenagomez and @theweeknd as the couple made their official red carpet debut. Tap the link in our bio for more. Photographed by @coreytenold.', 'comment_count': 1115, 'like_count': 152867, 'link': 'https://www.instagram.com/p/BTl8c08A-dz/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/18299732_472157876459319_8588288167826685952_n.jpg'}",153982,,MTM3MzI2LTEzNjgwMjIxX2luc3RhZ3JhbSBwaWNfMA,2.092081902336939,xlZn5dmIgU3G4A1IBZhktyOKc8QtPrW059MBdLA4z0s,2017-05-02 14:12:51,instagram pic,,photo,instagram,Love was in the air at the 2017 #MetGala. Last night marked a milestone for @selenagomez and @theweeknd as the couple made their official red carpet debut. Tap the link in our bio for more. Photographed by @coreytenold.,1115.0,Normal,MetGala,https://scontent.cdninstagram.com/t51.2885-15/s640x640/sh0.08/e35/c180.0.720.720/18299732_472157876459319_8588288167826685952_n.jpg,152867.0,https://www.instagram.com/p/BTl8c08A-dz/,[],1505875514202777459_198154074, photo Love was in the air at the 2017 #MetGala. Last night marked a milestone for @selenagomez and @theweeknd as the couple made their official red carpet debut. Tap the link in our bio for more. Photographed by @coreytenold.,0.8828419219099225,0.02962717008868383,0.02957578333830288,0.02880540673466764,0.029149717928423184,0
746,5536,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18277176_1171387066306139_2717073904328769536_n.mp4', 'post_id': '1505679505073700030_198154074', 'hashtags': 'metgala MetGala', 'caption': '#metgala co-chair @gisele\xa0had another backless moment at the #MetGala in a silver @stellamccartney gown. \nDirector @gvsgvs \nProducer @kelmcgee23 \nDP @toddbanhazl \nDigital Art Installation @silasveta \nMultimedia Producer @paulina_zakh \nSteadicam @yoshisteadiop \n1st AC @rebecca.rajadnya \nCamera Red Weapon 8KS35 @reddigitalcinema \nCamera Lenses @abelcine \nInstallation DJ @evahthaevah \nEditors @alvarocdc, @instaroth, @modern.post \nMusic @maiahmanser, @craterbabes', 'comment_count': 679, 'like_count': 95621, 'link': 'https://www.instagram.com/p/BTlP4hNgPy-/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18251622_415433622163615_8442171911537950720_n.jpg'}",96300,,MTM3MzI2LTEyMDI3MzBfaW5zdGFncmFtIHZpZF8w,1.308432483810846,p6NaJKEpUVvKi87fK-QEsqHl_2GzzhrRU6QuwqKAFeE,2017-05-02 07:43:25,instagram vid,,video,instagram,"#metgala co-chair @giseleÂ had another backless moment at the #MetGala in a silver @stellamccartney gown. 
Director @gvsgvs 
Producer @kelmcgee23 
DP @toddbanhazl 
Digital Art Installation @silasveta 
Multimedia Producer @paulina_zakh 
Steadicam @yoshisteadiop 
1st AC @rebecca.rajadnya 
Camera Red Weapon 8KS35 @reddigitalcinema 
Camera Lenses @abelcine 
Installation DJ @evahthaevah 
Editors @alvarocdc, @instaroth, @modern.post 
Music @maiahmanser, @craterbabes",679.0,Normal,metgala MetGala,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18251622_415433622163615_8442171911537950720_n.jpg,95621.0,https://www.instagram.com/p/BTlP4hNgPy-/,[],1505679505073700030_198154074," video #metgala co-chair @giseleÂ had another backless moment at the #MetGala in a silver @stellamccartney gown. 
Director @gvsgvs 
Producer @kelmcgee23 
DP @toddbanhazl 
Digital Art Installation @silasveta 
Multimedia Producer @paulina_zakh 
Steadicam @yoshisteadiop 
1st AC @rebecca.rajadnya 
Camera Red Weapon 8KS35 @reddigitalcinema 
Camera Lenses @abelcine 
Installation DJ @evahthaevah 
Editors @alvarocdc, @instaroth, @modern.post 
Music @maiahmanser, @craterbabes",0.04057385435409431,0.040860342258891146,0.040646487049896346,0.8370700342962668,0.04084928204085131,3
747,5537,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18276926_1357085274375683_8791395517692116992_n.mp4', 'post_id': '1505678535954694003_198154074', 'hashtags': 'atelierversace MetGala audiosocket', 'caption': '@kimkardashian in @viviennewestwoodofficial, @kendalljenner in @laperlalingerie, @kyliejenner in #atelierversace, and @asaprocky in @calvinklein, took a turn in our Instagram booth. #MetGala\nDirector @gvsgvs \nDigital Art Installation @silasveta \nMusic #audiosocket', 'comment_count': 1851, 'like_count': 185768, 'link': 'https://www.instagram.com/p/BTlPqapgn9z/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18252095_1702061773424327_5323864314195476480_n.jpg'}",187619,,MTM3MzI2LTEyMDI3MzFfaW5zdGFncmFtIHZpZF8w,2.54913261889891,HVqzsU35wrHH5tIiQV3OMqHl_2GzzhrRU6QuwqKAFeE,2017-05-02 07:41:30,instagram vid,,video,instagram,"@kimkardashian in @viviennewestwoodofficial, @kendalljenner in @laperlalingerie, @kyliejenner in #atelierversace, and @asaprocky in @calvinklein, took a turn in our Instagram booth. #MetGala
Director @gvsgvs 
Digital Art Installation @silasveta 
Music #audiosocket",1851.0,Normal,atelierversace MetGala audiosocket,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18252095_1702061773424327_5323864314195476480_n.jpg,185768.0,https://www.instagram.com/p/BTlPqapgn9z/,[],1505678535954694003_198154074," video @kimkardashian in @viviennewestwoodofficial, @kendalljenner in @laperlalingerie, @kyliejenner in #atelierversace, and @asaprocky in @calvinklein, took a turn in our Instagram booth. #MetGala
Director @gvsgvs 
Digital Art Installation @silasveta 
Music #audiosocket",0.050715763786406444,0.05006843460524606,0.050481447575029224,0.7983162197799178,0.05041813425340055,3
748,5538,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18258790_197604494092509_6869479781096751104_n.mp4', 'post_id': '1505660871341290151_198154074', 'hashtags': 'MetGala audiosocket', 'caption': 'Is it outwear or eveningwear? @Priyankachopra had it all in her @ralphlauren\xa0trench coat gown at the #MetGala. \nDirector @gvsgvs \nDigital Art Installation @silasveta \nMusic #audiosocket', 'comment_count': 444, 'like_count': 70906, 'link': 'https://www.instagram.com/p/BTlLpXMgLKn/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18253066_1922638984678518_7463335631985311744_n.jpg'}",71350,,MTM3MzI2LTEyMDI3MzJfaW5zdGFncmFtIHZpZF8w,0.9695126345760531,QTzPcOIRbjvE0jYwMYRpeKHl_2GzzhrRU6QuwqKAFeE,2017-05-02 07:06:24,instagram vid,,video,instagram,"Is it outwear or eveningwear? @Priyankachopra had it all in her @ralphlaurenÂ trench coat gown at the #MetGala. 
Director @gvsgvs 
Digital Art Installation @silasveta 
Music #audiosocket",444.0,Normal,MetGala audiosocket,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18253066_1922638984678518_7463335631985311744_n.jpg,70906.0,https://www.instagram.com/p/BTlLpXMgLKn/,[],1505660871341290151_198154074," video Is it outwear or eveningwear? @Priyankachopra had it all in her @ralphlaurenÂ trench coat gown at the #MetGala. 
Director @gvsgvs 
Digital Art Installation @silasveta 
Music #audiosocket",0.03342043060647127,0.0333548030460757,0.03386612476059351,0.8659466857793486,0.033411955807510836,3
749,5539,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18316562_122595224963711_6324369575634796544_n.mp4', 'post_id': '1505657642557790854_198154074', 'hashtags': 'MetGala AtelierVersace audiosocket', 'caption': '@celinedion turned heads at her first #MetGala in cut-away #AtelierVersace leather and an origami-inspired headpiece.\nDirector @gvsgvs\nDigital Art Installation @silasveta \nMusic #audiosocket', 'comment_count': 2984, 'like_count': 80717, 'link': 'https://www.instagram.com/p/BTlK6YKAlqG/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18298822_908555482619116_4109737734619267072_n.jpg'}",83701,,MTM3MzI2LTEyMDI3MzNfaW5zdGFncmFtIHZpZF8w,1.137267703644972,kTL6mUw7lPlt8Au7dR9Fu6Hl_2GzzhrRU6QuwqKAFeE,2017-05-02 06:59:59,instagram vid,,video,instagram,"@celinedion turned heads at her first #MetGala in cut-away #AtelierVersace leather and an origami-inspired headpiece.
Director @gvsgvs
Digital Art Installation @silasveta 
Music #audiosocket",2984.0,Normal,MetGala AtelierVersace audiosocket,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18298822_908555482619116_4109737734619267072_n.jpg,80717.0,https://www.instagram.com/p/BTlK6YKAlqG/,[],1505657642557790854_198154074," video @celinedion turned heads at her first #MetGala in cut-away #AtelierVersace leather and an origami-inspired headpiece.
Director @gvsgvs
Digital Art Installation @silasveta 
Music #audiosocket",0.05110969128994235,0.0506700697674194,0.05043579512395572,0.7973213934306762,0.050463050388006414,3
750,5540,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18278016_679086568950442_2047846269363159040_n.mp4', 'post_id': '1505612663001155657_198154074', 'hashtags': 'metgala audiosocket', 'caption': '@angelcandices went for high drama at the #metgala in a strapless, full-skirted black @topshop number.\nDirector @gvsgvs \nDigital Art Installation @silasveta \nMusic #audiosocket', 'comment_count': 1345, 'like_count': 131233, 'link': 'https://www.instagram.com/p/BTlAr1rg4hJ/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18299488_1470939776302739_7252197663938969600_n.jpg'}",132578,,MTM3MzI2LTEyMDI3MzRfaW5zdGFncmFtIHZpZF8w,1.801264790131302,5XgOQ6b9y4rwf64jwO3yw6Hl_2GzzhrRU6QuwqKAFeE,2017-05-02 05:30:37,instagram vid,,video,instagram,"@angelcandices went for high drama at the #metgala in a strapless, full-skirted black @topshop number.
Director @gvsgvs 
Digital Art Installation @silasveta 
Music #audiosocket",1345.0,Normal,metgala audiosocket,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18299488_1470939776302739_7252197663938969600_n.jpg,131233.0,https://www.instagram.com/p/BTlAr1rg4hJ/,[],1505612663001155657_198154074," video @angelcandices went for high drama at the #metgala in a strapless, full-skirted black @topshop number.
Director @gvsgvs 
Digital Art Installation @silasveta 
Music #audiosocket",0.03407174505399623,0.034048641938435244,0.033593473708834164,0.8644722265936648,0.03381391270506942,3
751,5541,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18278068_1889230681321993_739335897966706688_n.mp4', 'post_id': '1505607011855929631_198154074', 'hashtags': 'metgala', 'caption': ""When Jaden Smith brings a handful of his own dreadlocks. The star wore @louisvuitton for this year's #metgala. \nDirector @gvsgvs\nDigital Art Installation @silasveta \nMusic @ktheorymusic"", 'comment_count': 1651, 'like_count': 77689, 'link': 'https://www.instagram.com/p/BTk_ZmpApEf/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18251467_1919817854960741_1074438905782075392_n.jpg'}",79340,,MTM3MzI2LTEyMDI3MzVfaW5zdGFncmFtIHZpZF8w,1.077971333373222,de2kZRb3oqQUZc3VQleLX6Hl_2GzzhrRU6QuwqKAFeE,2017-05-02 05:19:23,instagram vid,,video,instagram,"When Jaden Smith brings a handful of his own dreadlocks. The star wore @louisvuitton for this year's #metgala. 
Director @gvsgvs
Digital Art Installation @silasveta 
Music @ktheorymusic",1651.0,Normal,metgala,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18251467_1919817854960741_1074438905782075392_n.jpg,77689.0,https://www.instagram.com/p/BTk_ZmpApEf/,[],1505607011855929631_198154074," video When Jaden Smith brings a handful of his own dreadlocks. The star wore @louisvuitton for this year's #metgala. 
Director @gvsgvs
Digital Art Installation @silasveta 
Music @ktheorymusic",0.05138284424737595,0.29724970896192177,0.050929939564083704,0.549320257677099,0.05111724954951964,3
752,5542,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18316853_287781091663844_6434729868407078912_n.mp4', 'post_id': '1505599979316686531_198154074', 'hashtags': 'audiosocket', 'caption': 'The dress code was avant-garde, and the honoree the woman who has championed lumps and bumps for decades: Rei Kawakubo. @saintrecords paid homage to the @commedesgarcons designer in a @thombrowneny puffer.\xa0#MetGala\xa0\nDirector @gvsgvs\nProducer @kelmcgee23\nMusic #audiosocket', 'comment_count': 469, 'like_count': 49804, 'link': 'https://www.instagram.com/p/BTk9zRFAa7D/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18252783_202824116891181_6017059546004979712_n.jpg'}",50273,,MTM3MzI2LTEyMDI3MzZfaW5zdGFncmFtIHZpZF8w,0.6830833179254611,WM33OlIxdLLGSd2bI_mcOqHl_2GzzhrRU6QuwqKAFeE,2017-05-02 05:05:25,instagram vid,,video,instagram,"The dress code was avant-garde, and the honoree the woman who has championed lumps and bumps for decades: Rei Kawakubo. @saintrecords paid homage to the @commedesgarcons designer in a @thombrowneny puffer.Â #MetGalaÂ 
Director @gvsgvs
Producer @kelmcgee23
Music #audiosocket",469.0,Normal,audiosocket,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18252783_202824116891181_6017059546004979712_n.jpg,49804.0,https://www.instagram.com/p/BTk9zRFAa7D/,[],1505599979316686531_198154074," video The dress code was avant-garde, and the honoree the woman who has championed lumps and bumps for decades: Rei Kawakubo. @saintrecords paid homage to the @commedesgarcons designer in a @thombrowneny puffer.Â #MetGalaÂ 
Director @gvsgvs
Producer @kelmcgee23
Music #audiosocket",0.034190814179093885,0.035060755718002205,0.033982109720626714,0.5708303825471558,0.3259359378351214,3
753,5544,Vogue,"{'links': [], 'video_url': 'https://scontent.cdninstagram.com/t50.2886-16/18277060_233133180500779_2556360630453927936_n.mp4', 'post_id': '1505579859349373925_198154074', 'hashtags': 'MetGala audiosocket', 'caption': 'Itâs not the #MetGala without Anna Wintour. \nDirector @gvsgvs\nProducer @kelmcgee23 \nMusic #audiosocket', 'comment_count': 1220, 'like_count': 121734, 'link': 'https://www.instagram.com/p/BTk5Oe5gIPl/', 'filter_name': 'Normal', 'image_url': 'https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18161771_121930155027069_6632141902659452928_n.jpg'}",122954,,MTM3MzI2LTEyMDI3MzdfaW5zdGFncmFtIHZpZF8w,1.670595423431656,igus-AsELn2usi3-9Rz-h6Hl_2GzzhrRU6QuwqKAFeE,2017-05-02 04:25:27,instagram vid,,video,instagram,"Itâs not the #MetGala without Anna Wintour. 
Director @gvsgvs
Producer @kelmcgee23 
Music #audiosocket",1220.0,Normal,MetGala audiosocket,https://scontent.cdninstagram.com/t51.2885-15/s640x640/e15/c0.90.720.720/18161771_121930155027069_6632141902659452928_n.jpg,121734.0,https://www.instagram.com/p/BTk5Oe5gIPl/,[],1505579859349373925_198154074," video Itâs not the #MetGala without Anna Wintour. 
Director @gvsgvs
Producer @kelmcgee23 
Music #audiosocket",0.06775644261696027,0.06772189648415129,0.06739341773968567,0.3987441204979629,0.3983841226612399,3
